userid,year_n,n_review,mean_score,mean_len,mean_score_relative,helpful,category_n,id,gender
A6FCYE58FIFYE,6,133,4.661654135338346,199.21804511278197,0.09022556390977443,0.8176100628930818,2,A6FCYE58FIFYE,male
A2YIW0QCDK6J0D,9,101,4.237623762376238,205.9108910891089,-0.0891089108910891,0.8575268817204301,4,A2YIW0QCDK6J0D,male
A3OE9E17GL5T13,3,301,4.112956810631229,105.56810631229236,-0.12956810631229235,0.823076923076923,3,A3OE9E17GL5T13,female
A1FGMDTW0BZ5C2,3,107,4.663551401869159,21.05607476635514,0.04672897196261682,0.75,14,A1FGMDTW0BZ5C2,female
A2THWQKOJG7G1A,4,136,4.705882352941177,64.2720588235294,0.19117647058823528,0.8228782287822878,4,A2THWQKOJG7G1A,NA
ACVBZF3GK3O45,8,115,3.869565217391304,285.9217391304348,-0.0782608695652174,0.834510595358224,9,ACVBZF3GK3O45,NA
A2161FSD1VAOYG,4,184,4.684782608695652,66.20108695652173,0.11413043478260869,0.8795180722891566,7,A2161FSD1VAOYG,male
A15Y3Q6XIXTGKU,6,316,4.522151898734177,66.67721518987342,-0.06962025316455696,0.8288288288288288,9,A15Y3Q6XIXTGKU,female
A3NUMRC41CR0UU,3,262,3.7442748091603053,223.46564885496184,-0.30916030534351147,0.5212121212121212,6,A3NUMRC41CR0UU,male
A3LRVXXVMDNVNM,3,124,4.201612903225806,345.1532258064516,-0.08870967741935484,0.8171713300114987,3,A3LRVXXVMDNVNM,NA
A3N4CUW4UYC9I3,8,338,4.053254437869822,156.42899408284023,-0.06804733727810651,0.8307873090481787,19,A3N4CUW4UYC9I3,NA
A2HC94KQKVGIA1,6,187,4.60427807486631,67.16042780748663,0.31016042780748665,0.8434782608695652,18,A2HC94KQKVGIA1,NA
A2IE5OUZ87QPYR,2,135,3.933333333333333,97.44444444444444,-0.24444444444444444,0.5818181818181818,7,A2IE5OUZ87QPYR,NA
A1YD0ZDQ79NBQ0,9,105,4.038095238095238,140.02857142857144,-0.1523809523809524,0.6731107205623902,14,A1YD0ZDQ79NBQ0,male
A2P438Q8ETHVLE,7,144,4.222222222222222,104.09027777777777,-0.027777777777777776,0.9136253041362531,5,A2P438Q8ETHVLE,NA
A3OITRNUELR82W,4,135,4.2444444444444445,96.4962962962963,-0.08148148148148149,0.6627906976744186,14,A3OITRNUELR82W,female
A14NSELR34WBZE,11,110,4.072727272727272,83.77272727272727,-0.045454545454545456,0.6974358974358974,17,A14NSELR34WBZE,NA
A3O2A2SVT49541,8,189,4.841269841269841,56.62433862433863,0.21164021164021163,0.8214285714285714,18,A3O2A2SVT49541,male
AI4JWVX2MXKL6,8,135,4.148148148148148,62.2,-0.11851851851851852,0.5103448275862069,15,AI4JWVX2MXKL6,female
A6FXJ74CGS4EB,5,134,3.8134328358208953,107.4776119402985,-0.22388059701492538,0.25523012552301255,10,A6FXJ74CGS4EB,male
A18NPUB5CNXZOE,11,195,4.533333333333333,123.73846153846154,-0.10256410256410256,0.7272727272727273,10,A18NPUB5CNXZOE,male
A2REOP8I34E9S9,9,199,4.442211055276382,62.60301507537689,-0.10552763819095477,0.8181818181818182,19,A2REOP8I34E9S9,male
A29GDSAWORD2T6,3,133,4.819548872180451,76.0375939849624,0.045112781954887216,0.8275862068965517,3,A29GDSAWORD2T6,NA
ADOVC09QPS06Q,2,183,3.6939890710382515,160.66120218579235,-0.2568306010928962,0.7946428571428571,2,ADOVC09QPS06Q,female
A2VS6B6P1LV5Q5,2,241,4.261410788381743,49.892116182572614,-0.3070539419087137,0.47692307692307695,2,A2VS6B6P1LV5Q5,male
AXJQ11CA0M7PA,3,207,4.550724637681159,59.169082125603865,0.043478260869565216,0.7719298245614035,2,AXJQ11CA0M7PA,NA
A1WZOZBOMZ2YND,2,115,4.556521739130435,26.252173913043478,0.043478260869565216,0.5,15,A1WZOZBOMZ2YND,NA
AZVH70JMJ2IHX,8,109,4.073394495412844,159.3302752293578,-0.11926605504587157,0.8380281690140845,3,AZVH70JMJ2IHX,male
A8RCZSI0AVEF0,3,132,4.628787878787879,54.196969696969695,0.09848484848484848,0.6567164179104478,5,A8RCZSI0AVEF0,NA
A2R6PLE0VDLG0W,2,201,4.402985074626866,218.6915422885572,-0.01990049751243781,0.9191011235955057,4,A2R6PLE0VDLG0W,female
A10IAY9C15Q2VP,8,125,3.984,101.28,-0.368,0.8726591760299626,18,A10IAY9C15Q2VP,NA
A19G3E44NZUDKE,5,135,4.333333333333333,100.00740740740741,-0.022222222222222223,0.8928571428571429,18,A19G3E44NZUDKE,female
A1D0URD0AL237J,3,105,4.819047619047619,20.62857142857143,0.42857142857142855,0.6355140186915887,16,A1D0URD0AL237J,NA
A7BJB12NIAGM4,2,160,3.40625,36.78125,-0.50625,0.6495726495726496,11,A7BJB12NIAGM4,female
A1RV9UBHXPXT3W,8,144,4.034722222222222,79.54166666666667,-0.2708333333333333,0.6027874564459931,10,A1RV9UBHXPXT3W,female
A2VZP50FSYD6CO,11,895,4.242458100558659,251.77206703910613,-0.03687150837988827,0.9051008303677343,18,A2VZP50FSYD6CO,NA
A1YRIK6Q2G454G,5,141,4.7304964539007095,49.53191489361702,0.03546099290780142,0.7633587786259542,1,A1YRIK6Q2G454G,NA
A3AIFDV9KLN58W,2,129,4.906976744186046,29.37984496124031,0.13953488372093023,0.6285714285714286,11,A3AIFDV9KLN58W,male
A19F5OULCT6ZTH,2,221,4.9366515837104075,64.75113122171946,0.10407239819004525,0.9262820512820513,2,A19F5OULCT6ZTH,female
A2IDRAYYZ5GKBZ,4,378,4.193121693121693,229.17460317460316,-0.0582010582010582,0.9265267175572519,17,A2IDRAYYZ5GKBZ,NA
A24U1EL8CS6APC,11,102,3.549019607843137,73.54901960784314,-0.29411764705882354,0.4391891891891892,10,A24U1EL8CS6APC,male
A1ISW6NMR45Y71,17,176,4.096590909090909,289.5568181818182,-0.25,0.7650255754475703,10,A1ISW6NMR45Y71,male
A149L4IP4RQ8S9,3,150,4.32,31.3,0.02,0.7566137566137566,14,A149L4IP4RQ8S9,female
A19U5RYULZ0Z72,10,364,3.7637362637362637,259.032967032967,-0.29120879120879123,0.8528082633957392,4,A19U5RYULZ0Z72,male
A2QEYCL87HL8RW,10,123,3.967479674796748,46.32520325203252,-0.24390243902439024,0.5034168564920274,10,A2QEYCL87HL8RW,male
A2T2A4YSJ9YWV4,10,365,4.619178082191781,180.17534246575343,0.043835616438356165,0.8908270059511595,7,A2T2A4YSJ9YWV4,male
A7ED6BJO320TG,15,190,3.6473684210526316,50.86842105263158,-0.35789473684210527,0.7566137566137566,16,A7ED6BJO320TG,female
A1CR5F9SON7A15,7,125,3.744,245.504,-0.432,0.9007874015748032,8,A1CR5F9SON7A15,male
AFQB3H667K7OV,6,107,4.91588785046729,37.58878504672897,0.24299065420560748,0.37815126050420167,7,AFQB3H667K7OV,female
A30ME8EVV3N4QB,4,106,4.60377358490566,304.8867924528302,0.02830188679245283,0.7037037037037037,1,A30ME8EVV3N4QB,NA
AFM77XOJX20C,3,107,4.766355140186916,30.897196261682243,0.09345794392523364,0.7894736842105263,14,AFM77XOJX20C,male
A1ODZ7SDUPEGNK,15,1157,4.182368193604149,228.05531547104582,-0.12186689714779603,0.8505873715124816,5,A1ODZ7SDUPEGNK,male
A2N45V7IF4CSZU,7,114,4.114035087719298,163.93859649122808,-0.06140350877192982,0.8169398907103825,6,A2N45V7IF4CSZU,female
A33BIN0VIKPF3A,5,164,4.201219512195122,79.96341463414635,-0.23170731707317074,0.8079710144927537,14,A33BIN0VIKPF3A,NA
A13STKDYQO5DQ8,4,361,4.565096952908587,113.61772853185596,0.0443213296398892,0.7446865037194474,14,A13STKDYQO5DQ8,NA
APHRI6QXZ9Y0P,2,137,3.4963503649635035,30.766423357664234,-0.6131386861313869,0.3482142857142857,7,APHRI6QXZ9Y0P,NA
A3JWD0WQ3VEZEX,5,199,4.437185929648241,256.34170854271355,-0.02512562814070352,0.9398148148148148,17,A3JWD0WQ3VEZEX,male
A2VPSHOKIKSLJY,5,151,3.847682119205298,67.13245033112582,-0.09271523178807947,0.5964912280701754,20,A2VPSHOKIKSLJY,NA
AALFY1CQ81ZZ2,3,137,4.54014598540146,42.13138686131387,0.0,0.706766917293233,9,AALFY1CQ81ZZ2,female
A2BH04B9G9LOYA,13,122,3.8278688524590163,107.31967213114754,-0.30327868852459017,0.8153846153846154,17,A2BH04B9G9LOYA,male
AZ644IO4VPZRY,6,245,4.473469387755102,149.75510204081633,0.1836734693877551,0.8578313253012049,3,AZ644IO4VPZRY,female
A3ICRSCWVEZPAK,5,159,4.716981132075472,143.8930817610063,0.09433962264150944,0.7023809523809523,6,A3ICRSCWVEZPAK,NA
A39KOJG83K8F1U,6,221,4.027149321266968,55.19004524886878,-0.13122171945701358,0.4580152671755725,19,A39KOJG83K8F1U,NA
A1EXE4MS0UMWSM,9,104,3.6153846153846154,63.125,-0.4326923076923077,0.8794326241134752,11,A1EXE4MS0UMWSM,NA
A5HMT6ZOBUAVM,3,287,4.275261324041812,331.8397212543554,-0.013937282229965157,0.8570395806976324,4,A5HMT6ZOBUAVM,NA
A2RM9L2MM9EQVE,8,370,4.572972972972973,58.05945945945946,0.04054054054054054,0.8,18,A2RM9L2MM9EQVE,female
A2FF5Q24M6ICB0,3,104,4.394230769230769,131.8653846153846,-0.019230769230769232,0.8488372093023255,10,A2FF5Q24M6ICB0,female
A3VONQL7YW8UPM,10,272,4.224264705882353,104.73161764705883,-0.0625,0.7837837837837838,22,A3VONQL7YW8UPM,male
A2NPQM672LHELI,5,157,4.210191082802548,53.745222929936304,-0.06369426751592357,0.7448275862068966,20,A2NPQM672LHELI,NA
A2M6KSQZUY18UF,2,146,4.5479452054794525,106.5068493150685,0.00684931506849315,0.9384615384615385,2,A2M6KSQZUY18UF,male
A1W45HIJSPH62I,8,110,3.8,185.06363636363636,-0.33636363636363636,0.6,10,A1W45HIJSPH62I,male
A2OPH4LNSQ75TT,6,272,4.275735294117647,133.7058823529412,-0.025735294117647058,0.8811369509043928,4,A2OPH4LNSQ75TT,NA
A31PDHYARU5M0G,3,207,4.468599033816425,48.05314009661836,0.014492753623188406,0.8549222797927462,2,A31PDHYARU5M0G,female
A10FMTUKTN051P,3,194,4.963917525773196,45.371134020618555,0.29896907216494845,0.8368794326241135,2,A10FMTUKTN051P,NA
A1IGGVTA8ASW1Q,1,137,5.0,74.37226277372262,0.029197080291970802,0.8571428571428571,2,A1IGGVTA8ASW1Q,female
A738JOSKSFY9W,14,109,3.3211009174311927,158.1743119266055,-0.6055045871559633,0.818561872909699,12,A738JOSKSFY9W,NA
A34F7JSAHJG0ZV,15,176,3.5113636363636362,102.25,-0.4602272727272727,0.5432762836185819,5,A34F7JSAHJG0ZV,male
A1XKQX71GJASJR,7,339,4.011799410029498,71.55457227138643,-0.26253687315634217,0.7274774774774775,19,A1XKQX71GJASJR,female
A1D2AXVN20OQZD,8,172,4.1976744186046515,152.15697674418604,-0.14534883720930233,0.7237076648841355,3,A1D2AXVN20OQZD,male
A2YCUCEYXT9VHX,8,351,4.1737891737891735,82.38746438746439,0.002849002849002849,0.8340026773761714,17,A2YCUCEYXT9VHX,female
A2YT5IO3DKN3AN,11,103,4.12621359223301,205.8252427184466,0.038834951456310676,0.8657718120805369,14,A2YT5IO3DKN3AN,NA
A1KGC3XAU66C72,2,147,4.741496598639456,48.775510204081634,0.05442176870748299,0.8607594936708861,1,A1KGC3XAU66C72,NA
A2BDA1J94ZTDEZ,2,126,4.634920634920635,54.20634920634921,-0.023809523809523808,0.8028169014084507,1,A2BDA1J94ZTDEZ,female
A3DUI3LZHPQ8ZS,14,327,4.125382262996942,77.57492354740062,-0.1345565749235474,0.7646090534979424,17,A3DUI3LZHPQ8ZS,male
A1OLGW6LUM9M5U,5,323,3.6191950464396285,104.9907120743034,-0.2724458204334365,0.764179104477612,2,A1OLGW6LUM9M5U,NA
AZV828MJ2M8U4,2,156,4.839743589743589,104.78846153846153,0.07692307692307693,0.8666666666666667,1,AZV828MJ2M8U4,female
A1X64HF17UU8TX,3,418,4.471291866028708,64.31818181818181,-0.05263157894736842,0.7688311688311689,16,A1X64HF17UU8TX,NA
A15CES4QGFGK2H,4,105,4.066666666666666,104.67619047619047,-0.2857142857142857,0.7111111111111111,9,A15CES4QGFGK2H,female
A1VK0IKL1J7I5P,1,143,4.13986013986014,56.03496503496503,-0.11188811188811189,0.896551724137931,1,A1VK0IKL1J7I5P,NA
A3M77GPST0EICR,7,128,3.4375,356.7890625,-0.515625,0.6518678938819708,1,A3M77GPST0EICR,male
ADC0TCP62YCT3,5,268,3.8992537313432836,150.70149253731344,-0.11567164179104478,0.8327759197324415,8,ADC0TCP62YCT3,female
A191VCAPEKF24F,3,109,4.486238532110092,78.79816513761467,-0.01834862385321101,0.9253731343283582,7,A191VCAPEKF24F,NA
A278LEQK1TEPVB,11,153,3.450980392156863,200.99346405228758,-0.47058823529411764,0.7962529274004684,16,A278LEQK1TEPVB,NA
A2NKHNO8VA378W,3,258,4.872093023255814,22.573643410852714,0.12790697674418605,0.7419354838709677,17,A2NKHNO8VA378W,male
A5PRYCSDJC1KH,5,105,4.314285714285714,90.92380952380952,-0.13333333333333333,0.7894736842105263,17,A5PRYCSDJC1KH,male
A1Q1PDU91ND28H,3,213,4.051643192488263,159.8638497652582,-0.1643192488262911,0.7125,3,A1Q1PDU91ND28H,male
AVF06892OWGJU,4,125,3.944,77.12,-0.088,0.7543859649122807,18,AVF06892OWGJU,male
A2OH6WF52EF8II,7,286,4.538461538461538,112.1013986013986,0.08391608391608392,0.7838479809976246,4,A2OH6WF52EF8II,female
AI65XLUGVL9AB,5,111,3.3513513513513513,130.03603603603602,-0.5495495495495496,0.766798418972332,4,AI65XLUGVL9AB,female
A1VSAU3OO8KVVL,4,129,4.403100775193798,72.43410852713178,-0.031007751937984496,0.4380952380952381,16,A1VSAU3OO8KVVL,female
A18IPZ23V23XOW,3,103,4.320388349514563,49.52427184466019,-0.038834951456310676,0.7102803738317757,1,A18IPZ23V23XOW,NA
AP8UJDH513B7U,3,127,4.708661417322834,72.35433070866142,-0.023622047244094488,0.8469387755102041,1,AP8UJDH513B7U,female
AO2EURP2Y4JZM,11,158,3.7721518987341773,257.0,-0.23417721518987342,0.9269756585528509,15,AO2EURP2Y4JZM,male
A236N1TURISZAF,8,279,4.996415770609319,28.548387096774192,0.27598566308243727,0.6581632653061225,16,A236N1TURISZAF,female
A1H55L0BLPCWYF,10,130,4.615384615384615,104.31538461538462,0.07692307692307693,0.9147727272727273,14,A1H55L0BLPCWYF,NA
A3QRCQ87OSJAUH,5,106,4.415094339622642,35.10377358490566,0.05660377358490566,0.7543859649122807,20,A3QRCQ87OSJAUH,NA
A3FNNJXYFA1BNW,7,116,4.7844827586206895,92.03448275862068,0.13793103448275862,0.8601190476190477,10,A3FNNJXYFA1BNW,NA
